label,text
non_real_time_crisis,@fekerksa Help for earthquake victims in Nepal (25-04-2015) https://t.co/fvl33Wrwfi
non_real_time_crisis,Human: Did you feel that? Me: What? Human: It's like an earthquake Me: Oh. Me: Sorry. That was my sanity crumbling down.
non_real_time_crisis,I knew right away 6 years ago what was happening. Remember feeling Crystal City building might collapse. #earthquake https://t.co/sjghk4EcOg
non_real_time_crisis,@LeemLeem00 i still dont know what to do in case of an earthquake
non_real_time_crisis,"If there was an earthquake right now, what would you grab? https://t.co/99P9qwgLVh"
non_real_time_crisis,See the niggah then moves earthquake earthquake game over â€” listening to Music
non_real_time_crisis,One year since the Kumamoto earthquake/kumamoto castle https://t.co/OxHX1r5wnG #ç†Šæœ¬ #ç†Šæœ¬åŸŽ #kumamoto #earthquake
non_real_time_crisis,On this episode of The Life of Drew's Dog Maci...she still can't tell the difference from an earthquake &amp;Maci's heavy panting during storms
non_real_time_crisis,someone just drove by my house and their bass shook my room. thought it was a damn earthquake for a sec lmao
non_real_time_crisis,#TripleTalaq #TuesdayThoughts #earthquake #AndroidO #AndroidOreo  MY GURU GIRLS; a spicy romantic novel; https://t.co/DB038HlgEJ
non_real_time_crisis,Will become the cause of major transformation not only in India but whole world https://t.co/5h2Ma1EewR #earthquake #TripleTalaq #joincyssrj
non_real_time_crisis,know the purpose of human life  https://t.co/eUD1pRmb2g  #earthquake #TripleTalaq #joincyssrj
non_real_time_crisis,"So far, no earthquake. (Knocking like crazy in wood.) Hope all that knocking does the trick!"
non_real_time_crisis,Drop like an earthquake
non_real_time_crisis,@Crackmacs Hahaha! After that last earthquake a few weeks ago I think I'm suddenly the earthquake whisperer or something.
non_real_time_crisis,I got into a fight because I failed to perdict an earthquake.
non_real_time_crisis,I was possessed by a demon because I failed to perdict an earthquake.
non_real_time_crisis,I got arrested because I failed to perdict an earthquake.
non_real_time_crisis,"Day 132, Tweet 132 -  I want to meet @EmmaWatson .  #IAmNotARobot  #earthquake #PremierLeague #Eclipse2017 #gamescom2017  #ButPriorities"
non_real_time_crisis,"Kangaskhan â™€ IV: 10/14/13 (82%) CP: 1361 mud slap fast, earthquake 2 min left  https://t.co/3qHyw7HEXv"
non_real_time_crisis,"I fw ksi song ""earthquake"" ft ricegum "
non_real_time_crisis,@politico 45 is the anti Christ! Its a wonder there wasnt an earthquake when 45 used the word prayer! @realDonaldTrump
non_real_time_crisis,You make my earth quake 
non_real_time_crisis,when i get really upset i start shaking lmao my bed is experiencing an earthquake rn
non_real_time_crisis,Many in Canada should know that a man warn Canada USA England Jamaica thy ill see fire drought rain earthquake if thy keep from him destiny
non_real_time_crisis,Get up johnny *earthquake voice
non_real_time_crisis,"lmao the normal people in the Defenders who live in the MCU yet somehow think an ""earthquake"" in New York was natural and not a villain plot"
non_real_time_crisis,*Phone vibrates at home* you can barely hear it .. *Phone vibrates at school* Fucking earthquake ! -.-
non_real_time_crisis,i was laughing so hard when bita panicked for earthquake almost every time GOD
non_real_time_crisis,"Dan your ""quick break"" didn't come quick enough! I can't unsee that butt shake earthquake! @danabrams @TomMorrisJr1 @Sean_C_Larkin #LivePD"
non_real_time_crisis,It's like trying to write in the middle of a plane crash also having an earthquake.
non_real_time_crisis,"#RajivGandhi :When big tree falls, earth below shakes.  Rahul G :If i will speak, earthquake will happen.  *Real technology Rajiv brought*"
non_real_time_crisis,If there is an earthquake tonight Do I have to safe my own ? Who is hunger us here nigger with games in the world on Curacao ?
non_real_time_crisis,Parents praise Stolen Generation school play after shock jock and celebrity parent outrage | NITV https://t.co/NnxaPbqnxy
non_real_time_crisis,Decreasing M4 rate over three days along with low in M5 one-day activity. #earthquake #forecast
non_real_time_crisis,Skinny dudes are awesome but I be feeling like a fucking earthquake sometimes  Like r u ok can u handle this
non_real_time_crisis,"Also, I didn't really understand the real plan the villains had. Dig a hole, hit a wall, make an earthquake, find #IronFist &amp; open it?"
non_real_time_crisis,"I thought there was an earthquake, then I realized, that was just me â€”trembling."
non_real_time_crisis,an earthquake happens in chile so often that the people living there dont even care and just laugh while its happening
non_real_time_crisis,You can no more win a war than you can win an earthquake.
non_real_time_crisis,are the earth quake tweets coming?
non_real_time_crisis,Doakan nenek stay strong. Pagi tadi dah stop but after shock stable back and now bp still low :(
non_real_time_crisis,with my luck it would land on $10 billion and there would be a muhfuckin earthquake that takes it to red https://t.co/iB4O5Zvh4S
non_real_time_crisis,Anyone else groan when Danny is onscreen? Or like....pretend he was an earthquake victim? 
non_real_time_crisis,Potential landmark earthquake lawsuit moves forward https://t.co/bJ4srAZEE8
non_real_time_crisis,"I heard every time there is a solar eclipse there is a major earthquake, rip me and my figures."
non_real_time_crisis,@hebehu @irisshackleton Yes but still very clean energy ...and yet we invest millions in dams and a dam in an earthquake 
non_real_time_crisis,"@dauntless5546 Ok prove it. Correlate these word with sex &amp;/or fapping-earthquake, volcano, &amp; burgandy."
non_real_time_crisis,I meant to be prepared for an earthquake at any time.
non_real_time_crisis,Julian Construction Aiming To Raise Awareness Of Earthquake Readiness... #home #safety #earthquakeâ€¦ https://t.co/8n88WpNvI5
non_real_time_crisis,"flygon no longer learns earthquake as it levels up, AND ALL MY POKE LEARN STATUS MOVES LIKE GIVE ME ATTACKING"
non_real_time_crisis,What a strange array of dreams this week. Blaming all the kids thundering around upstairs for my earthquake dream.
non_real_time_crisis,They're still filming in Fiji? Even tho after the earthquake?
non_real_time_crisis,I'm now an earthquake watch mode and my earthquake tracker is turned on
non_real_time_crisis,No matter the weight of elephant e no fi cause earthquake.
non_real_time_crisis,"Just for the record, I dreamt of a serious earthquake last night"
non_real_time_crisis,Right I'm actually getting pissed with people saying ksi's earthquake was shit it was a sick song
non_real_time_crisis,A 10 km earthquake depth is a #HAARP signature https://t.co/jG9FQWAHb9  #MustWatch #NXTTakeOver #FightSupremacy #Eclipse2017
non_real_time_crisis,i didn't feel the earthquake last week. Do it again
non_real_time_crisis,I thought my mom drama was bad but calling ur mom an earthquake is even worse   https://t.co/bewN4NDYRj
non_real_time_crisis,Nag-earthquake drill kanina after service. It's good to be back https://t.co/2ScJlAm1ur
non_real_time_crisis,Tammy the fat guy left a cow and then fell asleep before waking up to an earthquake
non_real_time_crisis,â€œThe earthquake of discomfort you feel moving inside of you when someone insults you is your own insecurity.â€
non_real_time_crisis,Psychic vision a lot of celebrity's will die from the earthquake or just die around time period also very heavy rain &amp; something about a bus
non_real_time_crisis,"I uploaded this Zizi gif and I love if you scroll down to see that ""preview"" gif looking like she is in the midst of an earthquake video"
non_real_time_crisis,"Raid Boss: Snorlax IV: 15/15/15 (100%) CP: 25419 lick fast, earthquake Level: 4 Ends at: 08:41 AM https://t.co/o5A9zCTTYH"
non_real_time_crisis,Beavis the redneck left a cow and then forgot what happend before waking up to an earthquake
non_real_time_crisis,"ALERT: FEMA exercise ""EarthEX2017â€"
non_real_time_crisis,"What did one mountain say to the other mountain after an earthquake?  A: Don't look at me, it wasn't my fault."
non_real_time_crisis,I comment on world structure very roughly. In 1-2 minutes.     https://t.co/nIksLIa07T  #japan #tsunami #earthquake #nazism = #zionism #9_11
non_real_time_crisis,"and this couples cannot stop shaking their legs, nb the whole table shaking leh and soon starbucks going have earthquake liao "
non_real_time_crisis,"come a long way and it survived through the war, massive earthquake. it still serve as a beloved symbol, gateway today. iit's considered"
non_real_time_crisis,"""Every earthquake opens up a big crack in the ground and there's lava and the devil down there."" - @DylanJTScott #EastCoastersAmIRight"
non_real_time_crisis,Remembering the great scientist who invented the popular theory that behind every earthquake there is a big tree.â€¦ https://t.co/b8M1acGFSe
non_real_time_crisis,"*Sits in sofa with her robe on and eats ice-cream. Suddenly feels the earthquake and runs at the balcony, seeing lightnings*--#OpenRP"
non_real_time_crisis,Wait? What! May earthquake nanaman ba????
non_real_time_crisis,@natalietran This is a next gen Chinese bread maker. It collapses in an earthquake though.
non_real_time_crisis,I was grounded because I failed to perdict an earthquake.
non_real_time_crisis,naked brazilian man earthquake porn https://t.co/p4rpSBvQrO
non_real_time_crisis,@tantefledermaus earthquake foreboding?
non_real_time_crisis,Now my mind has shifted from earthquake/tsunami to Polar shift. Sigh I think I'm hungry. I should eat to disperse all these gloomy disasters
non_real_time_crisis,"Today I spent whole day sitting at home, in hope to get killed by earthquake... It didn't occur.... interesting why? Love y'all!"
non_real_time_crisis,my fat ass jumped on the bed &amp; thought there was an earthquake
non_real_time_crisis,"Khaled, stop causing an earth quake . Just shout ""another one"" n kip it movin https://t.co/4h3gvoUvcC"
non_real_time_crisis,"When there's an earthquake in Haiti, you donate to the Red Cross."
non_real_time_crisis,Right now Dems are protesting the earthquake instead of building for the future.
non_real_time_crisis,"An earthquake and a hurricane may have delayed this day, but this is a day that would not be denied."
non_real_time_crisis,Major media in #Japan avoid to mention risk of #Nuclear Disaster at #Kyushu #kyushuearthquake #nytimes #kyushunuclearplant #Guardian #quake
non_real_time_crisis,Abby Donovan's impact https://t.co/NrnHoRsKwN The impact of Abby's disappearance transpires on each character as a devastating earthquake
non_real_time_crisis,And Turkey will soon be destroyed by an earthquake..... https://t.co/mvQLeF0XNF
non_real_time_crisis,"i wonder if in a realistic setting, would BoJack Horseman's home survive an earthquake. i feel like that's a risky place to build a house."
non_real_time_crisis,My neighbor cut down his tree and when it fell I thought there was an earthquake LOL
non_real_time_crisis,Fuk me u all feel that earthquake then.....onny bantzin i just farted real loud
non_real_time_crisis,Gotta get damn earthquake insurance in NYC. Tuh!   #TheDefenders
non_real_time_crisis,I was so gone I thought it was an earthquake but it was just thunder lmao
non_real_time_crisis,i couldn't access my private account is pretty much the only place i want to live in has a high earthquake threat...
non_real_time_crisis,"Three authors argue the case for a coming, compound earthquake over U.S. big tech, via @axios https://t.co/5GQKr70xNw"
non_real_time_crisis,"If there's an earthquake on mars, would they be called marsquake?"
non_real_time_crisis,The latest Wx Mod Journal! https://t.co/x6HJojOp9F #earthquake
non_real_time_crisis,"the dogs are acting super weird today so either Bronx is going to have another seizure, theres ghosts, or there might be an earthquake"
non_real_time_crisis,i used too much diablo sauce and now there's an earthquake in my stomach.
non_real_time_crisis,On this Day! #ireaditontherecord #otd #earthquake https://t.co/mWzxMb4dVU
non_real_time_crisis,Bereaved families to set up association about 1923 massacre of Koreans in Japan #earthquake https://t.co/0SpSYt1Gan
non_real_time_crisis,"When i sleeping, you talk to loud, do things so loud like the whole house on earthquake, but when u sleeping i open the door u kpkb alrdy"
non_real_time_crisis,What the... Looks like a dead end. Did this happen during that last earthquake...?
non_real_time_crisis,"There's no real underlying meaning behind the events, it's just something that happens, like an earthquake or a thunderstorm."
non_real_time_crisis,shit about to hit like an earthquake in a minute tho
non_real_time_crisis,The only way they will see me naked in the street will be when there is a strong earthquake in the early hours.
non_real_time_crisis,Cascadia earthquake drill. https://t.co/EDGt6iSdSF
non_real_time_crisis,I wish that earthquake would have killed me so much today 
non_real_time_crisis,CaribeWave: doing an annual test run of emergency earthquake/tsunami equipment &amp; procedures. #sotm https://t.co/xYiolbVJla
non_real_time_crisis,"tbh i won't be surprised anymore if there'll be an earthquake and we get blamed lmao, that's how we're used to bullshits #Please_Apologize"
non_real_time_crisis,I predicted earlier today of larger earthquakes with the being on the same side of earth w/ 2x gravity. It starts! https://t.co/DkjHZj73CW
non_real_time_crisis,**spoilers for defenders*** u telling me spiderman ain't feel that earthquake
non_real_time_crisis,today's nap i had a dream that i was woken up to a conversation about an earthquake &amp; i was cryin worried about my sisters . 
non_real_time_crisis,Just what earthquake prone areas need! A house that can eat you if misfired. https://t.co/skFkQDPOQP
non_real_time_crisis,I had to call 911 because I failed to perdict an earthquake.
non_real_time_crisis,I'm still confused by the earthquake and need them to go back to that real fast. #Defenders
non_real_time_crisis,@YuuyuuCos Nice. Just don't die in the earthquake lol
non_real_time_crisis,How to Pronounce Inexecution â†ºRTâ
non_real_time_crisis,Even if a mill get buried under ground and it's a earthquake guess what? It's still worth a mill
non_real_time_crisis,My mom keeps saying that huge ass earthquake is gonna happen at the same time as the eclipse. Y'all get ready
non_real_time_crisis,If an earthquake shakes Perth emergency services are ready to respond https://t.co/1eUjrWkh4a #abcnetau #abc #news
non_real_time_crisis,Making News Today: If an earthquake shakes Perth emergency services are ready to respond https://t.co/n5lixl5w37
non_real_time_crisis,Pano na yung law of the jungle if my earthquake sa Fiji.
non_real_time_crisis,@zakisuhood @mohdkautharr Owh really. Why? Cause high living cost? Stressful environment? Always earthquake &amp; tsunami? I never been Japan.
non_real_time_crisis,"Tauros â™‚ IV: 15/15/15 (100%) CP: 1919 tackle fast, earthquake 2 min left  https://t.co/LQxp1huHzI"
non_real_time_crisis,Coronation Street spoilers: Andy Carver to make a break for freedom as he prepares to attack Pat Phelan after shockâ€¦ https://t.co/9YB6hoVxjJ
non_real_time_crisis,There might be an earthquake later on.
non_real_time_crisis,It is a scary thunderstorm out there. My power just blinked. I think that is the first time it has done that since the 2011 earthquake.
non_real_time_crisis,"I apologize for the loud vibrations, it's not an earthquake that's just my heartbeats  #ç¾Žã"
non_real_time_crisis,earthquake rip
non_real_time_crisis,"Why am I like this, I mean I didn't even care when there was a literal earthquake right where I was standing."
non_real_time_crisis,I have a feeling thereâ€™ll be a big earthquake here soon fuck
non_real_time_crisis,"I apologize for the loud vibrations, it's not an earthquake that's just my heartbeats  #ç¾Žã"
non_real_time_crisis,earthquake rip
non_real_time_crisis,"Why am I like this, I mean I didn't even care when there was a literal earthquake right where I was standing."
non_real_time_crisis,I have a feeling thereâ€™ll be a big earthquake here soon fuck
non_real_time_crisis,"If the earthquake is long enough, will cows give butter?      #dadjokes https://t.co/Tv5DlwTLLG"
non_real_time_crisis,One reference sent by Speaker created earthquake &amp; felt like malign. It's legal process not unconstitutional. Believe in rule of fascists???
non_real_time_crisis,"home finally *flops, causing a massive heckin earthquake*  whOOPS"
non_real_time_crisis,@KSIOlajidebt u gonna put little boy and earthquake on spotify?
non_real_time_crisis,u know where they got the name of the upcoming 7.2 mag. earthquake that can happen at any time  ur mum
non_real_time_crisis,Israeli study on adoption of robots in earthquake damaged monumeâ€¦.
non_real_time_crisis,"Which would you rather have, a bursting planet or an earthquake here and there? -- John Joseph Lynch"
non_real_time_crisis,will jh make it back in time :( plus the earthquake may have delayed filming... i hope everythings okay
non_real_time_crisis,You hit me like an earthquake First date Abercrombie soulmate We can do this all day
non_real_time_crisis,if you fart on a rock do you think you would give the ants an earthquake????
non_real_time_crisis,Everyone that opened there crusty lil mammal mouths will pay. DMV will be added to the annual hurricane and earthquake list. Once I leave.
non_real_time_crisis,If you are interested in scientific understanding of earthquake disaster check this book by @Gautamdipendraâ€¦ https://t.co/bHsGTMG0bl
non_real_time_crisis,@Lous_Choos @Smamfa75 It's a good question. I have an automatic and it'd take an earthquake to move that. Must've been a steep jolt
non_real_time_crisis,"knock on wood, but maybe we need the 7.2 earthquake after all."
non_real_time_crisis,"Girish Chodankar is a good candidate. If he defeats Parrikar, there will be political earthquake. And aftershocks will be felt in India!"
non_real_time_crisis,"This the power no man can't handle...sinkhole, flood, tornado, earthquake, The All Mighty can't b stopped. https://t.co/LX6puLc6MI"
non_real_time_crisis,"If there an earthquake happens in the community today, would you remember which tribe your from when your helping ppl or ppl r helping you?"
non_real_time_crisis,jj genuinely thinks earthquake was good can you imagine being so far up your own ass
non_real_time_crisis,"I liked a @YouTube video https://t.co/81KvappqzO 8/18/2017 -- Global ""earthquake unrest event"" underway -- Large EQ's possible this"
non_real_time_crisis,We cn't predict earthquake bt  predict rainfall bt stil we r laging behind technology n hopeles for thousands death every yrs. #Kathmandu
non_real_time_crisis,"Olivia Newton-John says she's ""feeling great"" three months after shock breast cancer diagnosis.â€¦ https://t.co/l2C0jHgO6W"
non_real_time_crisis,jaehyun was totally unaware about the earthquake issues i'm just hhhhh ok i'm ok jaehyun is ok then i'm ok that eveâ€¦ https://t.co/ykrwJ375B8
non_real_time_crisis,The amount of Kennedys rolling in their graves if they showed up would cause an earthquake of biblical proportions.â€¦ https://t.co/X0FpTIZB6a
non_real_time_crisis,Hooray for anatomy of an earthquake @Profiainstewart @PlymGeog I may yet salvage my Year 12 lesson...phew!
non_real_time_crisis,"@KSIOlajidebt ur earthquake is shit,Harry is better"
non_real_time_crisis,@KSIOlajidebt Disses were average? Oh yeah cuz earthquake has some absolute savage dissess
non_real_time_crisis,@KSIOlajidebt Says the one who made earthquake...
non_real_time_crisis,@KSIOlajidebt did you forget you released earthquake
non_real_time_crisis,@KSIOlajidebt earthquake was a disappointment.
non_real_time_crisis,@KSIOlajidebt Urs weren't that good in earthquake either u just called him fat but the flow was 
non_real_time_crisis,@KSIOlajidebt HAHAHAhahahshwhsvgj sry but what was earthquake then 
non_real_time_crisis,@KSIOlajidebt coming from the person who made earthquake LOL u don't have the place to say that jj 
non_real_time_crisis,@KSIOlajidebt Came from the guy who says That earthquake is a diss trackâ€
non_real_time_crisis,@KSIOlajidebt Lol says the guy who made 'earthquake'
non_real_time_crisis,@KSIOlajidebt Says the one who made earthquake and called it a disstrack
non_real_time_crisis,@KSIOlajidebt Coming from the guy that made fucking earthquake LOL
non_real_time_crisis,@KSIOlajidebt Have you listened to earthquake? What about little boy? At least he had more than a couple of angles.
non_real_time_crisis,"@KSIOlajidebt It's better than your earthquake ""disstrack"", and you are a try hard wannabe rapper"
non_real_time_crisis,Says the maker of earthquake https://t.co/MWzfsWSP56
non_real_time_crisis,@KSIOlajidebt All I need to say is earthquake... pure shit
non_real_time_crisis,@KSIOlajidebt You call that sh!t? Have you seen earthquake bro?
non_real_time_crisis,"@KSIOlajidebt earthquake was shit, sit ur ass down"
non_real_time_crisis,@KSIOlajidebt Dont talk about bad disses if you made a track like earthquake https://t.co/DSDbGXUoGx
non_real_time_crisis,@KSIOlajidebt like earthquake then? except earthquake was worse
non_real_time_crisis,@KSIOlajidebt Avg? And you rate your disses on earthquake? Just calling ethan fat for 2 mins.... comeon dude
non_real_time_crisis,@KSIOlajidebt could say the same to earthquake but sure if that's your opinion
non_real_time_crisis,@KSIOlajidebt Still better than earthquake XD
non_real_time_crisis,@charmingminter @KSIOlajidebt His tweet literally describes earthquake
non_real_time_crisis,@KSIOlajidebt Look at your disses on earthquake first... same joke over the entite verse..
non_real_time_crisis,@KSIOlajidebt yeah cause earthquake had some savage disses 
non_real_time_crisis,@KSIOlajidebt And it's still better than earthquake...
non_real_time_crisis,@KSIOlajidebt says u with that earthquake
non_real_time_crisis,Just like earthquake https://t.co/pyCtZSAHyZ
non_real_time_crisis,'so what did you think about ksi's diss track earthquake?' me: https://t.co/PMggMy6Noy
non_real_time_crisis,"@KSIOlajidebt earthquake was shit. I think litte boy was better than Harry's first one, but Harry's second is the best by farrrr"
non_real_time_crisis,"@luxtbjzl why you still on about earthquake? thats done, move on, catch up"
non_real_time_crisis,@KSIOlajidebt Also jj loved earthquake aswell thats lit did the sutdio brun down again  follow aswell
non_real_time_crisis,@KSIOlajidebt Stop talking about earthquake pls...
non_real_time_crisis,"""You were an earthquake, a landslide. You aren't a flower, you're every blossom in the wood blooming at once... (cont.) #CrookedKingdom"
non_real_time_crisis,@KSIOlajidebt You can't talk shit about anyone's disses. You called Ethan fat for the whole of earthquake
non_real_time_crisis,@KSIOlajidebt At least he name it something realistic not like earthquake which doesn't relate at all.
non_real_time_crisis,@KSIOlajidebt What disses where in earthquake then?
non_real_time_crisis,#NASA Has concerns that #SolarEclipse could cause the #volcano in #Yellowstone #Montana to blow !  #earthquake
non_real_time_crisis,You made earthquake tho. https://t.co/d1Pi8aBVrR
non_real_time_crisis,@febuaryco x @gatorad3_ just dropped a earthquake  https://t.co/0zn9mXuHm8 #MUA #NewMusic
non_real_time_crisis,"@KSIOlajidebt you  say average disses but all you said about @Behzinga in earthquake, is that he is fat ..... so hypocrite or what?"
non_real_time_crisis,@KSIOlajidebt still better than earthquake lmao
non_real_time_crisis,@ItsKemar @KSIOlajidebt Ksi said the disses were average yet the earthquake disses were average its self
non_real_time_crisis,@KSIOlajidebt &gt; roasts than earthquake
non_real_time_crisis,@KSIOlajidebt Sorry but have you heard earthquake 
non_real_time_crisis,"@KSIOlajidebt Plus y pple r saying earthquake got bad disses, look at ""little boy"" idiots that was harry diss"
non_real_time_crisis,"The Great ""So no actual mention of Christchurch then"" â€“ only â€œ there wil lbe lots of earthquakes somewhereâ€"
non_real_time_crisis,Can someone please write a good book about the New Madrid earthquake? Don't make me do it. Also the 1953 Worcester tornado.
non_real_time_crisis,"@Sosteezie @grimesobriens @KSIOlajidebt Still better than creature, tommy gun and earthquake"
non_real_time_crisis,"8/18/2017 -- Global ""earthquake unrest event"" underway -- Large EQ's pos... by @dutchsinse  https://t.co/kEfZdEsCPa"
non_real_time_crisis,"@JennfomationB Provided. This was the word earthquake aloud, or if the Elder Bulb were, in light would confuse her blossoms."
non_real_time_crisis,@KSIOlajidebt yeah exactly what i though about earthquake
non_real_time_crisis,@PsychoStellina @KSIOlajidebt Also a million people disagree with you on earthquake being garbage.
non_real_time_crisis,@KSIOlajidebt Lol earthquake had no good diss moron
non_real_time_crisis,@KSIOlajidebt At least it better than earthquake
non_real_time_crisis,"Dear San Francisco: itâ€™s not an earthquake, just the movers and shakers at #REMAXBOC. #changeisintheairâ€¦ https://t.co/Y1M8F5WZc7"
non_real_time_crisis,"Shared by Kari Sullivan 904-923-5274 Remax: Dear San Francisco: itâ€™s not an earthquake, just the movers and shakerâ€¦â€¦ https://t.co/VNNhwWNe1i"
non_real_time_crisis,@KSIOlajidebt Wtf the disses where good if those werent good then earthquake is not even a diss
non_real_time_crisis,"@Ze_Hydro @KSIOlajidebt and earthquake was a dead disstrack, your point?"
non_real_time_crisis,Hey @Marvel @TheDefenders you didn't show how and why there was an earthquake? And why everyone forgot about it ? #boring #Defenders
non_real_time_crisis,@KEEMSTAR Didn't you say earthquake was good???
non_real_time_crisis,@krpkab_love_ @SonyTV So true Esha.They r continuously giving us shock after shock  #DontEndKRPKAB
non_real_time_crisis,@KEEMSTAR Disstrack was bad? Keem stfu your da dick riding ksi so hard  w2s had better disses then earthquake andâ€¦ https://t.co/80XnI73t1D
non_real_time_crisis,@KSIOlajidebt Saying that from the guy that made earthquake no one fucking understood what you said. Youâ€™re so fullâ€¦ https://t.co/fpcFngbj0t
non_real_time_crisis,@KSIOlajidebt Its like earthquake but Without a good beat
non_real_time_crisis,@KSIOlajidebt Have you listened to earthquake that was like the worst song that guy ksi ever made
non_real_time_crisis,can u imagine . an earthquake and the concept book falls on my head lmfao literally Rip
non_real_time_crisis,"@KSIOlajidebt Thought you were talking about earthquake for a second, oops."
non_real_time_crisis,@KSIOlajidebt Like earthquake then?
non_real_time_crisis,it was sooooooo much better than earthquake https://t.co/tpLorZVyKp
non_real_time_crisis,"@jakepaul Am I legitimately the only one who noticed banks push alissa in the ""earthquake behind the scenes video""?"
non_real_time_crisis,"@KEEMSTAR I added Ricegum because of the ""earthquake"" one btw."
non_real_time_crisis,@KSIOlajidebt Like little boy was sick and earthquake was just like you said average just pretty much the same
non_real_time_crisis,"@KSIOlajidebt Bro, w2s may not have the best flow but bar a lyric wise, it was better than ""little boy"" and ""earthquake"" all together."
non_real_time_crisis,"@KSIOlajidebt Bro, w2s may not have the best flow but lyrically, it's better than ""little boy"" and ""earthquake"". (Cont.)"
non_real_time_crisis,@AlexFannin01 The most baffling thing about defenders everyone forgot about the earthquake 
non_real_time_crisis,@KSIOlajidebt It was still better than your earthquake
non_real_time_crisis,@KSIOlajidebt He's talking about earthquake
non_real_time_crisis,"if you really thinking that meteor or earthquake is the biggest threats to mankind, well think again"
non_real_time_crisis,"earthquake drill, drill"
non_real_time_crisis,"if u guys feel like there is earthquake in your area, its me. im shaking jskssksndbxb"
non_real_time_crisis,"everyone are like ""we are safe tonight"" as if an earthquake was going to strike KSJSJSK"
non_real_time_crisis,Hopefully a 10.0 earthquake will eventually solve our California problem for us by moving the coast inland a bit. https://t.co/iCpAEj1moL
non_real_time_crisis,"My tastebuds are expecting ""The Big One"" (earthquake)"
non_real_time_crisis,Thought i felt an earthquake but I think it's just a monster under my bed
non_real_time_crisis,Im the fakest fake to ever fake bc i swore to myself id catch up w earthquake weather during the break and i didnt even open it once
non_real_time_crisis,what will it take to shake to world up another earthquake a volcanic eruption fuck the lava game this is just too much
non_real_time_crisis,The latest World News ~ Your World Delivered! https://t.co/3ZalJuIgNS #earthquake #hng
non_real_time_crisis,California and the whole Pacific is one good earthquake from nkt existing #imgood #florida #dontcomehere
non_real_time_crisis,Just finished the #Defenders first episode. Sigourney Weaver just unleashed an earthquake on all those New Yorkers. EVIL! (#Marvel)
non_real_time_crisis,@KSIOlajidebt Lool people talking about earthquake when that isnt a diss about Harry lool understandable if this twâ€¦ https://t.co/GzLcSi6FOZ
non_real_time_crisis,"was that an earthquake we felt in Seattle, nope it was alex jones tipping toeing thru the emerald city https://t.co/ZOYJplKyGt"
non_real_time_crisis,"@TimesNow Mr Surjewala, please atleast talk some sensible things, you be like, if tomorrow an earthquake comes thenâ€¦ https://t.co/9LoBgU2pxm"
non_real_time_crisis,"I think we need another earthquake in California so that these new people who live here, vloggers, can experience them &amp; scram"
non_real_time_crisis,There is an earthquake in my world â
non_real_time_crisis,"You know what it is if you've heard drake, makin hoes wobble like a bridge in a earthquake https://t.co/81aMglOAnP"
non_real_time_crisis,I liked a @YouTube video https://t.co/gzAjRTwvn9 KSI ft.RiceGum earthquake (full song)
non_real_time_crisis,No not an earthquake in Stillwater today... thousands of screaming girls https://t.co/Pb2ZqUi8KL
non_real_time_crisis,How law studes react to earthquake https://t.co/4sI3Ye9y2b
non_real_time_crisis,@KSIOlajidebt I really â
non_real_time_crisis,This is the only site i saw a 6.7 earthquake on a .gov https://t.co/NHbCQjFR0h
non_real_time_crisis,Cascadia California Yellowstone japan Iceland  earthquake monitoring des... https://t.co/d5uMXbFlwh
non_real_time_crisis,"@DeafGull @SamarMinallahKh Shame on your thought. Do they hijack relief work during flood, earthquake and disasters?"
non_real_time_crisis,@TheDissRapper Sub count dropping faster than earthquake beat
non_real_time_crisis,my school recommends me to make a emergency earthquake backpack.. I thought my dad forgot about it but LMAO NOPE
non_real_time_crisis,#Frequency and #energy are part of it. But #power decides how much energy. A butterfly fart or an earthquake?â€¦ https://t.co/Gkwa1dXPTF
non_real_time_crisis,Body hits me harder than an earthquake https://t.co/9B8p4z7tb0
non_real_time_crisis,creature and i didn't even need a ricegum feature plus on earthquake he had a better verse than you your rap careers finished and you know
non_real_time_crisis,"So, Tony Stark &amp; Peter Parker don't know about ""The Hand's"" earthquake? Damn that Marvel tv-movie beef. #Defend #Defenders"
non_real_time_crisis,An earthquake abroad may be a disaster but our toothache is an emergency
non_real_time_crisis,@realDonaldTrump Please call out Antifa by name. It will be an earthquake that civil society needs. They seek too rip country apart
non_real_time_crisis,It's either #laughter or #depression #Fracking #earthquake #comic #CliFi https://t.co/BgZ0ifB7TE
non_real_time_crisis,EA in bad posture. No earthquake like last time.
non_real_time_crisis,How friction evolves during an earthquake https://t.co/uBpoI2f9Zu
non_real_time_crisis,his hip thrusts can cause an earthquake https://t.co/PO5xAuV9j0
non_real_time_crisis,Dodgers are a traveling massive earth quake leaving devastation in their wake.
non_real_time_crisis,I'm feeling an earthquake in my ovaries https://t.co/1zr40Rhd8j
non_real_time_crisis,"You know just how to make my heart beat faster. Emotional earthquake, bring on disaster."
non_real_time_crisis,Like if we don't get a reference of an earthquake in New York soon in the films... It ain't all connected. https://t.co/wSa99KzCAk
non_real_time_crisis,...shan't we challenge narrative behind such earthquake and each of its aftershocks? Shan't we?
non_real_time_crisis,I was banned from McDonalds because I failed to perdict an earthquake.
non_real_time_crisis,the first time i went to the movies in italy and they paused it i thought an earthquake happened bc im chilean so thats my first thought
